fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,timestamp
4,9,7,0,1,0,1,2,100,8.300000190734863,86926
4,9,646,904,1,2,66,145,100,11970.5,86960
0,0,0,16,0,2,1,35,98,40.400001525878906,86999
223,285,154,92,54,0,1,132,74,1246.0999755859375,87034
305,0,382,0,86,0,1,0,30,1081.300048828125,87072
639,9,7,240,18,2,1,2,100,2311.199951171875,87109
0,0,0,16,0,2,1,35,98,40.400001525878906,87157
518,0,472,81,0,1,1,0,68,1767.0,87194
0,0,0,16,0,2,1,35,98,40.400001525878906,87235
4,9,660,0,607,2,74,2,100,13021.900390625,87269
0,0,0,157,216,2,46,0,100,7875.2998046875,87305
56,9,7,0,1,2,1,2,100,172.89999389648438,87342
4,9,7,0,749,2,1,2,100,754.5,87376
0,0,0,16,0,2,1,35,98,40.400001525878906,87425
223,167,873,0,0,1,1,60,100,997.4000244140625,87462
0,0,0,16,0,2,1,35,98,40.400001525878906,87500
4,9,900,0,1,2,1,2,2,200.8000030517578,87535
4,9,7,975,1,1,1,2,100,1071.5,87569
0,0,0,16,0,2,1,35,98,40.400001525878906,87620
0,169,196,60,0,0,1,95,100,267.8999938964844,87657
0,0,0,16,0,2,1,35,98,40.400001525878906,87698
0,254,1000,162,42,0,1,0,89,383.20001220703125,87734
4,9,7,0,1,2,98,2,100,16418.900390625,87770
0,0,0,16,0,2,1,35,98,40.400001525878906,87815
4,9,7,979,432,2,1,2,100,1506.0999755859375,87850
254,0,0,463,63,2,1,32,77,1411.300048828125,87887
4,9,631,933,1,2,32,2,100,6186.0,87922
0,0,0,16,0,2,1,35,98,40.400001525878906,87960
156,0,45,35,0,2,8,151,80,1893.699951171875,87996
0,0,0,16,0,2,1,35,98,40.400001525878906,88047
0,330,0,0,0,0,6,100,100,1264.9000244140625,88082
0,0,0,16,0,2,1,35,98,40.400001525878906,88124
0,1000,0,597,11,1,3,0,29,1449.0,88160
4,9,7,0,250,2,1,2,100,255.5,88195
4,9,7,0,9,2,67,2,100,11181.7001953125,88227
0,0,0,16,0,2,1,35,98,40.400001525878906,88276
0,0,44,131,0,2,1,0,100,128.8000030517578,88325
4,9,7,0,805,0,1,2,100,810.5,88371
0,12,1000,0,0,1,1,0,29,104.4000015258789,88409
4,9,7,525,1,2,1,2,100,576.5,88454
0,0,0,16,0,2,1,35,98,40.400001525878906,88501
0,0,0,16,0,2,1,35,98,40.400001525878906,88549
67,110,0,481,142,0,1,50,80,945.0999755859375,88587
4,406,7,0,1,2,1,2,100,403.5,88633
0,416,44,0,0,2,1,200,99,617.4000244140625,88670
4,9,924,0,1,0,1,2,100,99.80000305175781,88708
0,0,0,16,0,2,1,35,98,40.400001525878906,88746
4,9,817,0,1,2,1,2,100,89.0999984741211,88783
0,0,1000,0,0,1,7,62,100,1164.0,88820
0,0,0,16,0,2,1,35,98,40.400001525878906,88870
897,9,7,0,1,2,94,2,100,18599.69921875,88903
99,0,0,121,78,0,1,0,100,508.0,88940
0,0,0,16,0,2,1,35,98,40.400001525878906,88980
4,9,7,0,1,2,2,2,100,175.6999969482422,89014
874,670,40,129,37,2,1,61,81,3592.699951171875,89051
4,9,7,105,41,2,1,2,100,153.6999969482422,89088
0,0,0,16,0,2,1,35,98,40.400001525878906,89137
4,58,7,32,1,2,1,2,100,61.900001525878906,89171
0,0,972,233,200,1,1,8,74,523.0999755859375,89208
4,9,7,0,1,2,1,1,100,8.199999809265137,89244
4,9,7,0,57,2,1,1,100,61.400001525878906,89279
4,199,7,0,1,2,3,1,100,533.7999877929688,89315
4,82,7,0,80,2,10,1,100,1680.199951171875,89349
83,9,29,0,1,2,1,1,90,260.6000061035156,89384
4,9,7,0,5,2,2,1,100,178.60000610351562,89420
4,9,7,0,1,2,1,17,87,26.0,89455
31,84,7,1,1,2,1,15,100,181.89999389648438,89488
12,9,7,0,1,2,1,25,100,56.400001525878906,89523
4,9,7,0,1,2,1,26,89,36.400001525878906,89558
4,9,7,0,1,2,7,1,100,1020.5999755859375,89593
86,9,8,96,1,2,1,1,100,365.1000061035156,89628
4,9,55,0,118,2,1,1,100,127.0,89663
4,91,7,0,35,2,1,1,87,121.80000305175781,89697
4,9,11,0,1,2,1,1,96,8.300000190734863,89732
4,9,4,0,71,1,1,37,96,116.0,89768
4,63,88,9,1,2,9,1,91,1416.9000244140625,89802
4,9,7,24,1,2,1,1,100,24.299999237060547,89835
4,9,19,0,55,2,1,12,99,72.19999694824219,89870
18,9,68,0,1,2,1,19,100,75.30000305175781,89903
4,9,7,0,1,2,1,22,95,29.899999618530273,89937
4,9,7,0,1,2,1,1,94,8.199999809265137,89972
112,32,7,44,213,2,1,13,99,618.4000244140625,90008
4,9,7,0,122,2,1,25,100,151.8000030517578,90041
4,9,7,0,1,2,1,11,100,16.799999237060547,90074
4,9,7,0,22,2,14,16,84,2245.39990234375,90111
4,9,7,76,11,2,3,1,100,423.70001220703125,90146
4,114,70,0,157,2,1,1,97,266.70001220703125,90182
4,38,0,17,1,2,1,11,91,49.599998474121094,90217
4,15,126,0,1,2,1,1,86,22.899999618530273,90254
4,72,7,21,21,2,14,1,100,2292.199951171875,90361
4,139,29,0,1,2,10,1,100,1658.199951171875,90397
101,9,52,0,1,2,1,1,100,320.1000061035156,90432
4,32,7,47,1,2,1,1,100,51.099998474121094,90467
4,9,72,48,1,2,1,1,96,53.5,90502
102,9,7,0,1,2,17,1,87,3026.60009765625,90538
4,123,7,0,1,2,1,1,100,119.4000015258789,90573
4,61,7,0,1,2,1,7,100,63.79999923706055,90607
4,9,7,0,1,2,11,16,97,1713.800048828125,90643
56,189,7,22,1,2,4,36,100,901.5999755859375,90678
4,9,7,0,48,2,1,1,100,52.400001525878906,90713
4,141,7,63,65,2,1,1,100,214.0,90748
4,9,112,0,1,2,7,1,100,1030.300048828125,90784
4,9,9,0,1,2,3,1,94,344.20001220703125,90819
4,9,176,73,1,2,1,6,100,93.80000305175781,90854
177,189,1,0,1,2,1,14,100,752.7000122070312,90888
4,9,161,201,49,2,1,1,100,266.20001220703125,90922
4,9,211,63,4,2,1,16,96,101.19999694824219,90957
4,9,7,0,136,2,1,1,89,140.8000030517578,90994
4,9,37,0,1,2,1,1,100,11.0,91028
4,9,7,18,1,2,9,1,94,1363.0,91064
4,9,128,0,0,2,1,5,100,22.399999618530273,91100
4,12,139,0,47,2,7,1,99,1082.0,91135
4,9,146,0,67,2,1,1,100,85.0999984741211,91171
4,180,100,11,148,2,9,1,92,1679.5999755859375,91206
18,9,7,109,1,2,1,1,87,162.1999969482422,91242
52,9,7,0,35,2,10,26,100,1742.4000244140625,91278
4,9,5,0,79,2,1,32,93,119.5,91314
3,20,132,0,73,2,10,1,95,1618.699951171875,91349
202,9,7,0,47,2,11,1,100,2377.0,91387
4,9,189,189,1,2,1,15,100,220.8000030517578,91421
4,52,7,0,1,2,1,1,100,48.400001525878906,91457
4,9,7,0,1,2,1,8,100,13.699999809265137,91493
4,9,7,23,1,2,1,1,96,23.5,91529
4,39,7,6,1,2,1,1,100,36.599998474121094,91564
4,9,210,0,156,2,10,1,100,1702.4000244140625,91600
4,9,7,0,102,2,9,1,100,1460.0,91635
4,9,30,71,1,2,1,8,100,83.30000305175781,91671
4,9,199,109,156,2,1,1,100,281.1000061035156,91706
5,9,7,201,45,2,1,47,100,314.79998779296875,91742
4,9,7,251,1,2,1,14,100,287.70001220703125,91777
4,9,7,50,86,2,1,1,100,137.10000610351562,91812
127,9,7,51,18,2,2,1,94,630.7000122070312,91847
38,9,7,0,1,2,1,1,98,114.5,91880
158,9,7,0,24,2,5,1,96,1198.300048828125,91913
4,148,32,0,219,2,7,1,100,1377.5999755859375,91948
4,9,7,0,1,2,4,4,100,516.2000122070312,91979
50,9,56,0,1,2,1,1,100,157.3000030517578,92014
4,9,7,148,1,2,1,1,100,160.6999969482422,92051
4,9,7,0,1,2,3,1,100,343.79998779296875,92086
79,9,7,0,1,2,12,11,100,2117.0,92118
135,9,7,0,1,2,1,9,100,433.0,92155
4,9,7,0,16,2,1,1,100,20.399999618530273,92191
4,80,7,194,1,2,1,1,100,217.60000610351562,92226
4,9,7,0,148,2,1,14,98,166.39999389648438,92261
4,9,7,128,1,2,1,1,100,138.6999969482422,92294
4,28,7,0,1,2,1,8,100,31.700000762939453,92329
4,9,7,0,23,2,1,30,92,61.20000076293945,92364
4,9,7,0,96,2,1,1,100,100.4000015258789,92398
4,9,7,0,1,2,8,1,100,1189.800048828125,92432
4,9,116,47,175,2,1,13,100,242.5,92467
121,9,7,0,1,2,1,22,100,402.29998779296875,92502
4,9,31,0,101,2,1,1,100,107.5999984741211,92537
4,72,55,0,5,2,1,16,100,88.4000015258789,92572
4,9,50,0,1,2,1,2,100,12.399999618530273,92606
83,9,15,101,41,2,1,11,87,413.29998779296875,92642
4,26,7,0,7,2,13,1,100,2058.800048828125,92676
4,9,13,29,1,2,34,1,100,5594.7998046875,92712
4,9,7,0,1,2,6,1,100,851.4000244140625,92748
4,9,7,23,1,2,2,1,100,188.89999389648438,92784
4,204,7,0,1,2,1,1,100,200.39999389648438,92819
243,9,7,0,1,2,1,9,100,778.5999755859375,92854
4,53,183,78,71,2,1,0,100,165.5,92889
4,9,7,0,22,2,1,1,95,26.799999237060547,92924
27,9,7,0,1,2,1,4,95,82.5999984741211,92959
4,62,72,11,1,2,1,1,100,61.599998474121094,92994
4,9,48,0,11,2,3,1,89,357.8999938964844,93029
219,9,7,0,9,2,2,7,100,877.0,93064
4,9,57,0,1,2,1,1,97,12.899999618530273,93098
4,9,7,81,1,2,1,1,100,87.0,93133
4,9,7,0,159,2,1,1,100,163.39999389648438,93167
120,61,7,94,1,2,1,5,97,481.5,93203
44,11,7,62,20,2,6,1,100,1045.0,93239
4,9,145,21,1,2,1,1,97,33.79999923706055,93275
4,9,125,96,1,2,1,7,100,112.9000015258789,93309
4,9,7,0,1,2,1,3,99,9.5,93344
4,9,1,0,1,2,1,1,93,8.199999809265137,93380
4,815,7,0,1,1,1,60,100,875.0,93417
0,0,0,4,0,0,1,146,93,157.10000610351562,93456
4,9,7,0,1,2,1,183,100,202.60000610351562,93493
4,9,7,0,192,2,1,1,100,196.39999389648438,93538
0,0,0,16,0,2,1,35,98,40.400001525878906,93588
0,0,0,16,0,2,1,35,98,40.400001525878906,93652
105,9,31,0,1,2,1,1,97,331.1000061035156,93688
4,46,7,0,1,2,1,1,100,42.400001525878906,93724
0,0,600,0,0,1,14,0,29,2240.39990234375,93763
4,9,7,504,1,2,1,1,100,552.2999877929688,93799
0,0,982,0,16,2,10,200,100,1834.5999755859375,93840
0,0,0,16,0,2,1,35,98,40.400001525878906,93883
0,0,0,16,0,2,1,35,98,40.400001525878906,93935
0,613,0,0,0,0,1,0,100,594.2000122070312,93976
0,0,425,140,0,1,1,22,100,190.8000030517578,94017
4,212,7,710,410,2,1,1,100,1207.4000244140625,94053
0,0,0,16,0,2,1,35,98,40.400001525878906,94093
4,9,7,502,1,2,1,1,100,550.0999755859375,94129
0,767,1000,44,116,2,7,0,100,1909.9000244140625,94166
0,0,0,16,0,2,1,35,98,40.400001525878906,94216
4,9,999,0,1,2,1,1,86,107.19999694824219,94249
4,9,7,311,1,0,1,1,44,341.5,94283
0,0,0,16,0,2,1,35,98,40.400001525878906,94323
818,9,7,0,1,0,1,1,100,2610.199951171875,94358
0,0,0,16,0,2,1,35,98,40.400001525878906,94407
20,0,0,467,16,1,1,154,78,788.7999877929688,94446
359,0,30,74,33,0,1,0,100,1243.300048828125,94485
4,9,7,0,1,2,1,75,100,85.5,94521
801,0,95,21,232,0,1,103,100,2919.199951171875,94559
0,0,0,16,0,2,1,35,98,40.400001525878906,94599
0,0,0,16,0,2,1,35,98,40.400001525878906,94648
4,9,191,234,1,2,1,1,100,255.3000030517578,94683
24,167,7,0,1,2,4,26,100,761.5999755859375,94718
4,9,7,0,1,2,1,1,100,8.199999809265137,94753
4,9,7,0,1,2,32,1,100,5250.60009765625,94789
121,0,0,0,0,0,14,125,29,3037.5,94825
702,613,0,0,0,0,1,194,100,3051.199951171875,94862
0,0,0,16,0,2,1,35,98,40.400001525878906,94904
0,0,0,16,0,2,1,35,98,40.400001525878906,94953
128,285,355,467,54,0,1,154,100,1154.199951171875,94990
0,0,0,16,0,2,1,35,98,40.400001525878906,95031
969,9,7,0,1,2,100,1,100,19844.19921875,95065
99,0,829,0,86,1,1,0,30,466.79998779296875,95102
0,0,0,16,0,2,1,35,98,40.400001525878906,95152
0,0,472,81,0,1,1,0,37,113.0,95190
0,0,0,25,216,2,10,0,100,1727.4000244140625,95228
0,0,0,16,0,2,1,35,98,40.400001525878906,95269
4,9,7,0,1,1,1,1,100,8.199999809265137,95304
2,9,7,0,1,2,1,1,80,4.800000190734863,95339
2,9,7,0,1,2,99,1,87,16581.0,95374
2,9,7,468,1,2,1,1,80,507.1000061035156,95409
2,9,782,0,1,2,1,1,80,82.0999984741211,95444
2,9,7,0,1,2,1,4,80,6.099999904632568,95479
41,9,7,0,437,2,1,1,80,560.2000122070312,95515
2,875,7,0,802,2,1,1,80,1666.4000244140625,95548
2,9,684,0,1,2,1,1,80,72.30000305175781,95584
2,9,7,0,1,2,1,1,51,4.5,95618
2,9,7,0,1,1,1,1,51,4.5,95654
894,9,7,238,423,2,1,1,33,3531.39990234375,95689
2,9,7,0,44,2,1,1,51,43.099998474121094,95724
2,9,258,90,1,2,1,130,51,382.20001220703125,95759
321,9,520,0,1,0,1,1,100,1070.9000244140625,95794
2,9,7,0,458,2,71,4,51,12307.2998046875,95830
2,9,285,799,1,2,1,1,51,871.9000244140625,95865
2,9,7,0,1,2,18,20,51,2916.699951171875,95901
2,9,7,0,85,2,1,1,51,84.0999984741211,95938
613,9,213,0,1,2,5,1,51,2652.10009765625,95970
2,713,812,0,1,2,1,1,51,714.0,96004
2,9,7,0,210,2,1,1,51,209.10000610351562,96040
2,9,7,0,1,2,1,1,51,4.5,96076
2,9,228,0,1,2,1,1,51,26.399999618530273,96113
2,9,7,0,220,0,1,77,51,380.79998779296875,96148
2,9,7,0,1,2,1,28,51,57.79999923706055,96184
2,9,7,0,1,2,95,1,51,15904.900390625,96220
2,222,7,0,1,2,1,1,51,213.10000610351562,96255
2,9,422,0,392,2,1,1,51,432.3999938964844,96290
2,9,7,0,1,0,1,1,51,4.5,96324
2,9,7,0,1,1,1,1,56,4.400000095367432,96359
2,9,7,0,1,1,93,1,94,15565.7998046875,96396
2,9,7,0,886,1,1,1,56,885.0,96433
2,9,752,0,1,1,1,1,56,78.69999694824219,96470
2,268,41,0,1,1,1,191,56,627.4000244140625,96513
2,9,579,335,1,2,1,1,56,385.8999938964844,96548
2,9,242,971,1,1,1,1,56,1061.0,96583
2,9,129,0,1,1,1,1,56,16.399999618530273,96619
744,9,7,0,51,1,1,1,56,2424.39990234375,96654
2,12,7,0,1,1,1,1,56,4.599999904632568,96691
2,9,7,0,1,1,1,13,56,24.700000762939453,96726
2,9,18,773,1,1,1,1,94,842.5999755859375,96761
2,9,7,0,1,1,68,65,56,11460.2998046875,96795
2,9,537,0,1,1,1,1,22,58.79999923706055,96830
93,9,7,0,1,1,1,6,56,300.5,96863
2,181,7,0,1,1,1,1,56,172.0,96897
2,9,7,0,1,1,35,1,56,5752.7998046875,96933
2,9,693,0,1,0,1,1,56,72.80000305175781,96967
2,9,7,0,1,0,1,1,99,4.699999809265137,97002
2,846,7,0,1,1,1,1,56,837.0,97036
2,9,7,0,1,1,1,147,56,282.6000061035156,97073
2,85,731,0,546,1,1,1,56,685.5999755859375,97106
2,9,7,0,1,1,1,1,56,4.400000095367432,97142
2,9,7,632,1,1,1,1,56,688.0999755859375,97177
2,8,7,0,1,1,93,1,56,15565.400390625,97211
2,9,7,0,1,1,1,153,56,294.8999938964844,97247
94,9,7,0,507,1,1,1,23,803.0999755859375,97280
2,942,320,0,1,1,1,1,56,933.0,97314
2,732,221,0,1,1,1,1,56,723.0,97349
2,9,632,0,1,1,1,1,56,66.69999694824219,97384
2,9,7,0,437,1,1,1,22,439.0,97419
733,9,7,0,1,1,1,1,56,2339.199951171875,97453
2,9,7,0,714,1,1,1,56,713.0,97488
2,769,7,183,681,1,1,1,56,1476.5999755859375,97523
2,806,7,0,1,1,1,1,56,797.0,97558
2,938,7,0,1,1,1,1,56,929.0,97594
939,9,548,0,1,2,1,1,47,3052.800048828125,97629
2,9,7,0,1,1,1,1,63,4.400000095367432,97664
597,9,7,776,1,1,1,100,78,2886.199951171875,97700
635,13,7,0,1,1,1,90,56,2201.89990234375,97736
2,9,7,846,1,1,1,1,56,923.5,97771
2,9,7,727,1,1,1,1,56,792.5999755859375,97806
2,9,583,0,1,1,1,90,56,229.6999969482422,97842
607,9,7,955,1,1,1,1,56,2978.199951171875,97878
2,9,7,0,30,1,1,1,56,29.0,97912
2,9,60,0,1,1,1,1,52,9.600000381469727,97947
2,9,875,989,1,1,1,1,91,1080.199951171875,97982
2,803,7,0,1,0,1,127,67,997.5999755859375,98017
2,9,7,0,1,1,25,1,56,4060.800048828125,98052
2,175,7,552,1,1,1,1,56,615.5,98086
2,9,7,774,1,1,58,1,56,10333.599609375,98121
2,9,7,0,1,1,28,1,56,4568.39990234375,98158
2,933,939,306,921,1,1,1,84,1905.199951171875,98193
2,9,7,0,1,0,64,1,56,10659.599609375,98228
2,643,7,676,1,1,1,1,75,798.2999877929688,98263
2,9,942,0,1,1,1,1,56,97.69999694824219,98297
352,9,553,0,1,1,1,1,56,1174.4000244140625,98330
634,997,7,0,1,1,1,1,56,3010.39990234375,98364
2,12,127,0,1,1,1,1,64,16.100000381469727,98401
2,9,265,0,1,0,1,1,56,30.0,98436
2,313,7,0,1,1,1,1,56,304.0,98472
146,9,7,0,1,1,1,1,56,460.79998779296875,98507
2,549,7,0,888,1,1,74,56,1568.0999755859375,98544
2,9,704,0,1,2,27,57,56,4574.7998046875,98586
2,9,7,0,1,1,28,110,56,4779.10009765625,98629
577,9,231,0,1,1,1,1,15,1867.4000244140625,98669
2,9,7,0,1,1,1,69,30,247.3000030517578,98704
2,374,7,301,1,1,35,1,56,6178.0,98741
2,9,7,0,1,0,1,54,21,276.8999938964844,98775
657,9,231,0,1,1,1,1,56,2118.199951171875,98813
2,9,7,0,847,0,94,1,56,16581.599609375,98850
2,74,7,0,1,1,1,1,17,69.19999694824219,98888
2,9,7,0,527,1,55,1,56,9662.7998046875,98923
2,444,7,389,1,1,1,1,56,512.7999877929688,98956
883,9,7,0,1,1,1,1,56,2819.199951171875,98994
2,9,7,0,1,1,92,1,56,15397.2001953125,99028
2,9,7,0,1,1,4,1,12,514.2999877929688,99061
2,9,839,0,1,1,1,1,56,87.4000015258789,99097
903,9,7,0,1,1,1,1,56,2883.199951171875,99134
385,9,7,0,1,1,1,1,56,1225.5999755859375,99171
2,9,7,123,1,1,1,1,56,128.1999969482422,99205
2,9,612,0,260,1,24,1,40,4209.10009765625,99238
2,9,7,0,1,1,13,1,56,2030.4000244140625,99273
2,9,7,88,1,0,1,1,56,89.69999694824219,99309
2,9,7,0,1,1,1,155,56,298.3999938964844,99344
2,9,348,0,1,1,1,1,56,38.29999923706055,99386
2,9,7,0,1,1,81,1,42,13536.5,99421
2,9,7,0,1,1,1,16,56,30.200000762939453,99456
2,283,7,595,1,1,1,1,56,673.5999755859375,99491
2,9,7,0,782,1,1,1,56,781.0,99525
2,9,784,0,1,1,1,42,56,156.60000610351562,99560
2,9,7,0,1,1,1,44,27,174.8000030517578,99595
2,501,7,0,1,2,1,1,56,492.0,99634
2,9,7,666,1,0,1,1,48,725.9000244140625,99670
2,277,7,0,1,1,44,1,69,7543.2998046875,99705
424,9,7,0,1,1,51,1,56,9810.400390625,99740
235,9,7,0,1,1,1,1,56,745.5999755859375,99775
2,9,7,0,287,1,1,1,56,286.0,99811
158,472,7,0,1,1,1,1,56,962.2000122070312,99846
2,9,7,0,727,1,1,1,56,726.0,99881
2,9,7,0,1,2,1,1,58,4.400000095367432,99915
77,9,522,0,1,1,1,1,56,291.29998779296875,99950
851,9,7,467,1,1,1,113,56,3439.60009765625,99985
111,9,7,0,1,1,84,1,56,14392.400390625,100020
2,9,7,0,256,1,1,1,56,255.0,100056
2,9,7,0,1,1,1,25,56,47.099998474121094,100090
2,548,7,0,1,1,6,1,56,1385.0,100126
2,9,7,0,1,1,25,1,68,4060.5,100161
2,836,7,892,1,1,1,1,56,1055.5999755859375,100196
535,9,7,0,1,1,23,1,56,5428.0,100231
2,9,7,0,1,1,19,1,56,3045.60009765625,100265
843,9,7,0,20,1,1,1,56,2710.199951171875,100298
2,9,7,0,1,1,11,1,56,1692.0,100334
2,9,7,0,1,1,1,45,56,84.80000305175781,100368
2,9,7,0,1,1,1,29,56,54.70000076293945,100403
2,9,213,0,1,1,1,1,56,24.799999237060547,100440
2,9,456,0,1,1,1,1,56,49.099998474121094,100476
2,387,7,0,1,1,1,175,56,714.9000244140625,100511
2,9,7,0,1,1,18,80,56,3029.10009765625,100547
2,9,68,915,1,1,1,1,56,999.4000244140625,100582
0,0,0,16,0,2,1,35,98,40.400001525878906,100631
0,0,0,16,0,2,1,35,98,40.400001525878906,100670
223,0,873,25,101,2,15,60,100,3321.39990234375,100708
0,0,0,16,0,2,1,35,98,40.400001525878906,100757
0,0,0,16,0,2,1,35,98,40.400001525878906,100799
0,169,196,60,0,1,3,103,100,615.4000244140625,100837
2,9,7,0,1,1,91,1,56,15228.0,100873
0,254,1000,162,0,0,1,167,89,546.4000244140625,100912
0,259,0,25,216,2,1,32,100,495.6000061035156,100950
0,0,0,16,0,2,1,35,98,40.400001525878906,101002
156,0,45,322,37,2,1,151,80,1076.800048828125,101040
2,9,7,0,1,1,1,58,56,110.5999984741211,101076
0,330,0,0,134,0,1,100,100,552.9000244140625,101111
0,0,0,16,0,2,1,35,98,40.400001525878906,101152
0,0,0,16,0,2,1,35,98,40.400001525878906,101199
0,689,65,597,11,2,2,0,29,968.7999877929688,101235
0,103,0,572,0,2,1,0,100,620.5,101272
0,0,0,16,0,2,1,35,98,40.400001525878906,101310
2,9,701,0,1,1,1,1,56,73.5999984741211,101344
852,9,333,0,1,1,1,1,56,2752.39990234375,101381
0,0,0,16,0,2,1,35,98,40.400001525878906,101433
0,655,1000,0,0,1,1,0,29,670.7000122070312,101483
0,0,0,16,0,2,1,35,98,40.400001525878906,101522
0,0,0,718,0,0,1,0,87,774.5,101561
0,0,44,0,0,2,1,114,88,130.39999389648438,101601
0,0,0,16,0,2,1,35,98,40.400001525878906,101652
0,0,0,16,0,2,1,35,98,40.400001525878906,101697
0,0,0,16,0,2,1,35,98,40.400001525878906,101746
366,9,497,0,1,1,1,1,56,1213.5999755859375,101781
0,0,0,0,0,1,7,62,4,2681.60009765625,101819
99,0,0,121,1,0,1,0,56,431.0,101858
0,0,0,16,0,2,1,35,98,40.400001525878906,101901
874,670,941,129,55,2,1,0,100,3554.89990234375,101937
0,0,0,16,0,2,1,35,98,40.400001525878906,101989
0,204,200,233,85,1,1,0,74,341.70001220703125,102028
0,247,0,0,438,1,1,146,100,824.7000122070312,102066
2,442,7,0,1,1,1,1,56,433.0,102103
0,0,0,16,0,2,1,35,98,40.400001525878906,102141
0,0,0,16,0,2,1,35,98,40.400001525878906,102191
0,0,600,0,0,1,14,0,89,2240.39990234375,102228
0,0,0,16,0,2,1,35,98,40.400001525878906,102270
0,0,982,0,16,2,1,200,78,375.1000061035156,102307
457,979,864,0,146,1,1,1,56,2571.0,102345
0,0,0,16,0,2,1,35,98,40.400001525878906,102395
0,613,0,0,0,0,1,0,43,594.2000122070312,102432
28,0,425,140,0,1,1,22,100,277.20001220703125,102471
0,0,0,16,0,2,1,35,98,40.400001525878906,102512
0,0,0,16,0,2,1,35,98,40.400001525878906,102562
0,767,67,0,116,2,3,0,44,1201.5999755859375,102602
20,0,41,0,59,1,1,0,78,108.19999694824219,102641
0,0,0,16,0,2,1,35,98,40.400001525878906,102685
0,0,1000,74,317,0,1,0,100,471.20001220703125,102724
2,209,7,0,1,1,1,44,56,283.1000061035156,102760
0,139,12,74,232,0,1,103,99,480.6000061035156,102798
0,0,0,16,0,2,1,35,98,40.400001525878906,102849
0,0,0,16,0,2,1,35,98,40.400001525878906,102889
0,15,0,0,0,0,6,0,100,842.2000122070312,102926
84,330,0,0,0,2,1,194,100,790.5999755859375,102964
0,0,0,16,0,2,1,35,98,40.400001525878906,103015
2,542,7,0,1,1,1,1,56,533.0,103049
0,0,0,16,0,2,1,35,98,40.400001525878906,103091
128,285,154,101,54,2,1,200,100,966.4000244140625,103129
0,0,0,16,0,2,1,35,98,40.400001525878906,103180
0,0,0,16,0,2,1,35,98,40.400001525878906,103218
99,0,27,0,21,1,1,0,30,321.6000061035156,103252
2,759,7,0,1,1,1,1,35,751.0999755859375,103287
0,0,0,16,0,2,1,35,98,40.400001525878906,103333
0,0,0,16,0,2,1,35,98,40.400001525878906,103373
0,0,147,81,0,1,1,0,40,80.5,103412
0,0,0,25,0,2,1,0,100,12.199999809265137,103451
223,0,873,0,0,1,1,60,100,848.0,103489
2,9,509,0,1,1,1,1,56,54.400001525878906,103834
0,169,1000,60,0,0,1,13,100,259.3999938964844,103872
0,254,1000,162,0,2,1,0,89,342.20001220703125,103910
2,9,7,0,99,1,1,1,56,98.0,103949
0,0,81,25,216,2,1,0,100,229.3000030517578,103986
156,0,45,35,37,2,1,0,80,555.9000244140625,104025
0,330,0,0,0,0,1,0,100,311.20001220703125,104063
2,104,0,597,83,2,1,0,56,736.5,104100
0,0,0,0,0,2,1,0,100,17.799999237060547,104137
0,12,1000,0,0,1,8,0,29,1275.699951171875,104175
2,9,7,0,1,1,1,1,43,4.300000190734863,104212
1000,9,907,0,118,1,1,1,43,3400.89990234375,104247
2,9,7,0,1,1,16,185,43,3003.300048828125,104282
409,9,7,0,1,1,1,1,81,1301.800048828125,104314
497,9,7,0,1,1,1,1,43,1584.5,104354
2,9,7,930,1,1,1,1,43,1016.4000244140625,104395
2,9,7,36,1,1,1,1,43,33.0,104431
2,9,471,0,1,1,1,179,43,496.29998779296875,104469
2,9,7,0,761,1,1,1,43,760.5,104504
2,9,7,0,1,1,1,188,43,473.0,104539
2,9,7,39,1,1,1,1,43,36.29999923706055,104574
2,9,7,0,1,1,1,1,43,4.300000190734863,104608
2,9,7,0,1,1,1,1,5,21.0,104640
2,9,7,467,1,1,1,1,64,506.6000061035156,104671
2,9,7,0,1,0,1,1,100,5.0,104705
2,9,7,769,727,1,1,1,43,1564.0999755859375,104740
2,9,7,399,1,1,1,1,73,431.3999938964844,104774
2,9,276,0,1,1,1,1,43,31.0,104809
2,545,865,0,1,1,1,1,43,568.5,104845
511,9,7,0,1,1,1,1,43,1629.300048828125,104880
2,9,994,0,1,1,1,76,27,401.8999938964844,104915
595,9,325,0,1,1,1,1,43,1929.699951171875,104950
2,326,7,0,1,1,38,1,43,6577.89990234375,104985
2,9,7,916,1,1,1,1,43,1001.0,105020
588,9,7,813,1,1,1,1,43,2761.699951171875,105055
712,9,7,638,1,1,1,1,43,2966.0,105090
2,9,7,189,1,1,1,1,43,201.3000030517578,105125
2,818,7,0,1,1,1,1,43,809.5,105158
2,9,7,0,1,1,1,149,96,166.3000030517578,105193
2,9,7,0,1,1,1,1,43,4.300000190734863,105228
891,9,7,0,1,1,1,1,43,2845.300048828125,105263
2,9,219,0,952,2,1,5,43,982.4000244140625,105296
126,9,797,0,1,1,1,1,43,476.1000061035156,105332
577,9,7,0,1,1,1,1,43,1840.5,105367
2,9,7,0,1,1,51,77,43,8652.2001953125,105402
745,9,7,0,1,0,1,1,43,2378.10009765625,105437
